produto_id,descricao_produto,codigo_produto,codigo_barra,ncm_original,cest_original,classificacao_id,ncm_classificado,cest_classificado,confianca_consolidada,justificativa,consultas_agentes,tempo_processamento_ms,sistema
13626,ZARGUS 1MG CX 30CP (ACH),000000000004002737,7896181922247,30049069,1300401,545,30049099,13.001.00,0.98,Produto analisado: ZARGUS 1MG CX 30CP (ACH). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
7580,ZARGUS 1MG C/30CP C1,000000000004002737,7896181922247,30049069,1300401,546,30049099,13.001.00,0.98,Produto analisado: ZARGUS 1MG C/30CP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
12066,ZAP 5MG C 30 COMP C1,000000000004010737,7891317485429,30049069,1300401,547,30049099,13.001.00,0.98,Produto analisado: ZAP 5MG C 30 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
12065,"ZAP 2,5MG C 30 COMP C1",000000000004010736,7891317485665,30049069,1300401,548,30049099,13.001.00,0.98,"Produto analisado: ZAP 2,5MG C 30 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,17,unified_sqlite_complete
3782,ZAP 10MG 30CP C1 MOMENTA,000000000004003950,7899640804108,30049069,1300401,549,30049099,13.001.00,0.98,Produto analisado: ZAP 10MG 30CP C1 MOMENTA. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
11866,ZANIDIP 10MG C 30 COMP,000000000004009532,7896422508049,30049069,1300401,550,30049099,13.001.00,0.98,Produto analisado: ZANIDIP 10MG C 30 COMP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
11849,ZANIDIP 10MG C 20 COMP (NOVO),000000000004009485,7896422508032,30049069,1300401,551,30049099,13.001.00,0.98,Produto analisado: ZANIDIP 10MG C 20 COMP (NOVO). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
3438,YOPRO UHT SHAKE MORANGO DANONE 250 ML,000000000006020400,7891025122067,22029900,,552,30049099,13.001.00,0.98,Produto analisado: YOPRO UHT SHAKE MORANGO DANONE 250 ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
6433,YOPRO UHT COCO COM BATATA DOCE 250ML,000000000006009284,7891025115649,22029900,,553,30049099,13.001.00,0.98,Produto analisado: YOPRO UHT COCO COM BATATA DOCE 250ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
3168,YOPRO UHT CHOCOLATE 250ML,000000000006009283,7891025115656,22029900,,554,18069000,17.004.00,0.98,Produto analisado: YOPRO UHT CHOCOLATE 250ML. NCM identificado: 18069000. CEST atribuído: 17.004.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
5536,YOPRO UHT BANANA 250ML,000000000006009282,7891025115632,22029900,,555,30049099,13.001.00,0.98,Produto analisado: YOPRO UHT BANANA 250ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
12064,"YOMAX 5,4MG C 60 COMP",000000000004010734,7896637022644,30039099,1300401,556,30049099,13.001.00,0.98,"Produto analisado: YOMAX 5,4MG C 60 COMP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,16,unified_sqlite_complete
7819,"YAZ 3MG+0,02MG C/24CP",000000000004005632,7891106914147,30066000,1300500,557,30049099,13.001.00,0.98,"Produto analisado: YAZ 3MG+0,02MG C/24CP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,16,unified_sqlite_complete
8746,YASMIN 3MG 63CP BAYER,000000000004013789,7891106914109,30066000,1300500,558,30049099,13.001.00,0.98,Produto analisado: YASMIN 3MG 63CP BAYER. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
10732,YASMIN 21CPR REV,000000000004000356,7891106914093,30043939,1300401,559,99999999,,0.1,Produto analisado: YASMIN 21CPR REV. NCM identificado: 99999999. CEST atribuído: Nenhum. Consultas realizadas: 1,1,17,unified_sqlite_complete
11845,YASMIN 21+7 COMP,000000000004009469,7891106909044,30066000,1300500,560,30049099,13.001.00,0.98,Produto analisado: YASMIN 21+7 COMP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
12063,XYNAZ 25 MG C 30 COMP C1,000000000004010733,7898927562687,30049069,1300401,561,30049099,13.001.00,0.98,Produto analisado: XYNAZ 25 MG C 30 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,17,unified_sqlite_complete
12062,XYNAZ 100 MG C 30 COMP C1,000000000004010732,7898927562717,30049069,1300401,562,30049099,13.001.00,0.98,Produto analisado: XYNAZ 100 MG C 30 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,17,unified_sqlite_complete
7158,XYLOCAINA POM 5% 25G,000000000004000343,7895858017118,30049043,1300401,563,99999999,,0.1,Produto analisado: XYLOCAINA POM 5% 25G. NCM identificado: 99999999. CEST atribuído: Nenhum. Consultas realizadas: 1,1,19,unified_sqlite_complete
13473,XYLOCAINA 50MG POM 25G (ASP),000000000004000343,7895858017118,30049043,1300401,564,30049099,13.001.00,0.98,Produto analisado: XYLOCAINA 50MG POM 25G (ASP). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,17,unified_sqlite_complete
16693,XXXXLIQ 250ML BEBE ERVA DOCE REFIL GRANA,6000653,7896512922465,34012010,,565,30049099,13.001.00,0.98,Produto analisado: XXXXLIQ 250ML BEBE ERVA DOCE REFIL GRANA. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
