produto_id,descricao_produto,codigo_produto,codigo_barra,ncm_original,cest_original,classificacao_id,ncm_classificado,cest_classificado,confianca_consolidada,justificativa,consultas_agentes,tempo_processamento_ms,sistema
8231,ZOVIRAX CREME DERM 10G,000000000004009403,7896269901379,30049069,1300401,934,30049099,13.001.00,0.98,Produto analisado: ZOVIRAX CREME DERM 10G. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,31,unified_sqlite_complete
8241,ZOLTEC 150MG C 1 CAPS,000000000004009457,7891268101621,30049099,1300401,935,30049099,13.001.00,0.98,Produto analisado: ZOLTEC 150MG C 1 CAPS. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,21,unified_sqlite_complete
5383,ZOLPIDEM 10MG 30CP B1C1 EMS,000000000004011815,7896004767130,30049069,1300401,936,30049099,13.001.00,0.98,Produto analisado: ZOLPIDEM 10MG 30CP B1C1 EMS. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,21,unified_sqlite_complete
16484,ZOLPIDEM 10MG 20CP NOVA QUIMICA,4013331,7895296039031,30049099,1300401,937,30049099,13.001.00,0.98,Produto analisado: ZOLPIDEM 10MG 20CP NOVA QUIMICA. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,19,unified_sqlite_complete
12240,ZOLPIDEM 10MG 20CP NOVA QUIMICA,000000000004013331,7895296039031,30049099,1300401,938,30049099,13.001.00,0.98,Produto analisado: ZOLPIDEM 10MG 20CP NOVA QUIMICA. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,21,unified_sqlite_complete
7470,ZOLPIDEM 10MG 20CP-NEO QUIMICA,000000000004002078,7896714273808,30049099,1300401,939,30049099,13.001.00,0.98,Produto analisado: ZOLPIDEM 10MG 20CP-NEO QUIMICA. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,36,unified_sqlite_complete
11329,ZOLPIDEM 10MG 10CP-EMS FL,000000000004002079,7896004743646,30049069,1300401,940,30049099,13.001.00,0.98,Produto analisado: ZOLPIDEM 10MG 10CP-EMS FL. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
11879,ZOLOFT 100MG C 30 CAPS C1,000000000004009566,7908236800865,30049039,1300401,941,30049099,13.001.00,0.98,Produto analisado: ZOLOFT 100MG C 30 CAPS C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,19,unified_sqlite_complete
6042,ZOLMICOL CRE 20MG/G 30G GEOLAB,000000000004003282,7899095202030,30049077,1300401,942,30049099,13.001.00,0.98,Produto analisado: ZOLMICOL CRE 20MG/G 30G GEOLAB. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,21,unified_sqlite_complete
11669,ZOLFEST D CPR EFERV 10MG C/20COMP (PBM),000000000004007369,7896658025525,30049099,1300401,943,30049099,13.001.00,0.98,Produto analisado: ZOLFEST D CPR EFERV 10MG C/20COMP (PBM). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
7042,ZMA 120 CAPSULAS BS 0996,000000000006020354,7898708732681,21069030,,944,30049099,13.001.00,0.98,Produto analisado: ZMA 120 CAPSULAS BS 0996. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,18,unified_sqlite_complete
11289,ZITRONEO 600MG PO SUS FRASCO15ML,000000000004001051,7896714220420,30042029,1300401,945,30049099,13.001.00,0.98,Produto analisado: ZITRONEO 600MG PO SUS FRASCO15ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
8587,ZIRVIT MULTI C 30 CP,000000000004012346,7899824401048,21069030,,946,99999999,,0.1,Produto analisado: ZIRVIT MULTI C 30 CP. NCM identificado: 99999999. CEST atribuído: Nenhum. Consultas realizadas: 1,1,40,unified_sqlite_complete
12072,ZIOR 250MG C 28 COMP,000000000004010821,7896658034008,30049039,1300401,947,30049099,13.001.00,0.98,Produto analisado: ZIOR 250MG C 28 COMP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,21,unified_sqlite_complete
11608,ZINPASS 20MG COM REV C/ 30,000000000004006712,7896422528764,30049079,1300401,948,30049099,13.001.00,0.98,Produto analisado: ZINPASS 20MG COM REV C/ 30. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,19,unified_sqlite_complete
11364,ZINNAT 500MG C/14CP,000000000004002190,7896269901997,30042059,1300401,949,30049099,13.001.00,0.98,Produto analisado: ZINNAT 500MG C/14CP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,21,unified_sqlite_complete
11863,ZINNAT 250MG SUSP 50ML,000000000004009524,7896269900341,30042059,1300401,950,30049099,13.001.00,0.98,Produto analisado: ZINNAT 250MG SUSP 50ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
11363,ZINNAT 250MG SUS C/70ML,000000000004002189,7896269901959,30042059,1300401,951,30049099,13.001.00,0.98,Produto analisado: ZINNAT 250MG SUS C/70ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
9917,ZINCO QUELATO 25MG COM 60 COMP DIVINA,000000000006016372,7898966313141,21069030,,952,30049099,13.001.00,0.98,Produto analisado: ZINCO QUELATO 25MG COM 60 COMP DIVINA. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,19,unified_sqlite_complete
19117,ZINCO QUELATO 25MG COM 60 COMP DIVINA,6016372,7898966313141,21069030,,953,30049099,13.001.00,0.98,Produto analisado: ZINCO QUELATO 25MG COM 60 COMP DIVINA. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
17708,ZINCO PIRITION SH ANTI-CASPA PRONATUS 20,6007280,7897344306140,33051000,,954,260800,,0.95,Produto analisado: ZINCO PIRITION SH ANTI-CASPA PRONATUS 20. NCM identificado: 260800. CEST atribuído: Nenhum. Consultas realizadas: 1,1,8,unified_sqlite_complete
11017,ZINCO PIRITION SH ANTI-CASPA PRONATUS 20,000000000006007280,7897344306140,33051000,,955,260800,,0.95,Produto analisado: ZINCO PIRITION SH ANTI-CASPA PRONATUS 20. NCM identificado: 260800. CEST atribuído: Nenhum. Consultas realizadas: 1,1,8,unified_sqlite_complete
4175,ZINCO 100 IDR 60CAPS MAXNUTRI,000000000006007860,7898927980764,21069030,,956,30049099,13.001.00,0.98,Produto analisado: ZINCO 100 IDR 60CAPS MAXNUTRI. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,21,unified_sqlite_complete
17781,ZINCO 100 IDR 60CAPS MAXNUTRI,6007860,7898927980764,21069030,,957,30049099,13.001.00,0.98,Produto analisado: ZINCO 100 IDR 60CAPS MAXNUTRI. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,19,unified_sqlite_complete
2676,ZINA 5MG C/10CP (EUF),000000000004003958,7891317457211,30049069,1300401,958,30049099,13.001.00,0.98,Produto analisado: ZINA 5MG C/10CP (EUF). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,19,unified_sqlite_complete
15687,ZINA 5MG C/10CP (EUF),4003958,7891317457211,30049069,1300401,959,30049099,13.001.00,0.98,Produto analisado: ZINA 5MG C/10CP (EUF). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
12071,ZIMIEX 10MG C 30 COMP,000000000004010777,7891721201837,30049079,1300401,960,30049099,13.001.00,0.98,Produto analisado: ZIMIEX 10MG C 30 COMP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
12070,ZIDER 10MG C 60 COMP C1,000000000004010776,7896094207585,30049039,1300401,961,30049099,13.001.00,0.98,Produto analisado: ZIDER 10MG C 60 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,19,unified_sqlite_complete
12069,ZIDER 10MG C 30 COMP C1,000000000004010775,7896094207578,30049039,1300401,962,30049099,13.001.00,0.98,Produto analisado: ZIDER 10MG C 30 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,19,unified_sqlite_complete
12068,ZIDER 10MG C 120 COMP C1,000000000004010774,7896094209183,30049039,1300401,963,30049099,13.001.00,0.98,Produto analisado: ZIDER 10MG C 120 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
10194,ZEUS EXTREME IRIDIUMLABS 60 CAPS,000000000006019144,7899732100811,21069030,,964,30049099,13.001.00,0.98,Produto analisado: ZEUS EXTREME IRIDIUMLABS 60 CAPS. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,24,unified_sqlite_complete
